year,cty,spend_waiver,s_source,s_target,s_time,lim5_5,rev_change,sales,sales_change,property,prop_change,prop_levy_change,debt,debt_change,target,rev_time,results,pass,st_open,st_no waiver,st_infrastructure,st_public safety,st_environment,st_education,st_unspecified,st_hss,st_debt,st_economic development,st_tourism,ss_open,ss_no waiver,ss_sales,ss_property,ss_nontax,ss_value,ss_transfer,ss_nonproperty,ss_tourism,ss_unknown,ss_library,ss_gaming,ss_development,rt_infrastructure,rt_public safety,rt_hss,rt_environment,rt_unspecified,rt_education,rt_open,rt_tourism,rt_administrative,rt_economic development,rt_agriculture,rt_debt,rt_unknown,rt_limited,rt_choice
2006,Pitkin,1,open,open,99.0,1,1,0,0.0,1,3.75,0.0,1,20000000.0,environment,99.0,72.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,Pitkin,1,sales,open,99.0,1,0,1,0.1,0,0.0,0.0,1,12000000.0,environment,99.0,62.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2008,Pitkin,0,no waiver,no waiver,0.0,1,0,0,0.0,1,2.0,0.0,0,0.0,infrastructure,99.0,48.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Pitkin,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,7000000.0,infrastructure,99.0,73.3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Pitkin,1,open,open,99.0,0,1,0,0.0,1,0.0,0.0,0,0.0,hss,5.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,Prowers,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Prowers,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.5,0.0,0,0.0,environment,30.0,64.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003,Prowers,0,no waiver,no waiver,0.0,0,0,1,2.0,0,0.0,0.0,0,0.0,tourism,99.0,50.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,Pueblo,1,open,open,99.0,1,0,0,0.0,1,1.75,0.0,0,0.0,education,99.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,Pueblo,1,value,public safety/infrastructure,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,63.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Pueblo,0,no waiver,no waiver,0.0,0,1,0,0.0,1,0.0,0.0,1,14000000.0,education,99.0,34.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,Pueblo,1,open,open,99.0,1,1,0,0.0,0,0.0,0.0,1,14000000.0,education,99.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,Pueblo,1,value,infrastructure,1.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,63.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Pueblo,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.5,0.0,0,0.0,environment,30.0,63.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,Pueblo,0,no waiver,no waiver,0.0,0,1,0,0.0,0,0.0,0.0,1,4059999.9999999995,hss,99.0,52.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,Pueblo,1,open,open,99.0,0,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,Pueblo,1,open,open,5.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,64.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Rio Blanco,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.33,0.0,0,0.0,unspecified,99.0,55.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1996,Rio Blanco,1,open,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,67.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Rio Blanco,1,open,open,99.0,0,1,1,1.6,0,0.0,0.0,0,0.0,unspecified,99.0,55.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2002,Rio Blanco,1,open,open,99.0,0,0,0,0.0,1,3.0,0.0,0,0.0,open,99.0,31.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2013,Rio Blanco,1,sales,open,99.0,0,1,1,0.5,0,0.0,0.0,0,0.0,tourism,5.0,42.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,Rio Grande,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,0,0.0,open,99.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,Rio Grande,1,open,open,99.0,0,0,1,1.0,0,0.0,0.0,0,0.0,open,99.0,53.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1997,Rio Grande,1,open,open,99.0,1,1,1,0.6,0,0.0,0.0,0,0.0,hss,99.0,63.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,Rio Grande,1,open,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,67.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Rio Grande,1,open,open,99.0,1,1,0,0.0,1,3.0,0.0,0,0.0,unspecified,99.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,Rio Grande,1,open,open,99.0,1,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,42.96,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,Rio Grande,1,open,open,99.0,1,1,0,0.0,1,1.0,0.0,0,0.0,open,99.0,31.01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1994,Routt,1,open,open,99.0,0,0,0,0.0,1,0.0,1070000.0,0,0.0,infrastructure,99.0,75.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Routt,1,open,open,99.0,0,0,0,0.0,1,0.0,51000.0,0,0.0,infrastructure,5.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Routt,1,value,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,73.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Routt,1,open,open,5.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,66.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Routt,1,open,open,99.0,1,0,0,0.0,1,1.0,0.0,0,0.0,environment,10.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1998,Routt,1,open,open,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,56.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Routt,1,open,open,99.0,1,0,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,Routt,0,no waiver,no waiver,0.0,0,1,0,0.0,0,1.3,0.0,1,0.0,public safety,99.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Routt,1,open,open,99.0,1,1,0,0.0,1,0.3,0.0,0,0.0,tourism,99.0,56.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2005,Routt,1,open,open,99.0,1,1,0,0.0,1,1.5,0.0,0,0.0,environment,20.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,Routt,1,open,open,99.0,1,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,Routt,1,open,unspecified/debt,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,32.63,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Saguache,0,no waiver,no waiver,0.0,0,0,0,0.0,1,3.0,0.0,0,0.0,education,99.0,35.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,Saguache,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,54.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Saguache,1,open,open,99.0,0,1,1,0.5,0,0.0,0.0,1,450000.0,public safety,3.0,46.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Saguache,1,open,open,99.0,0,0,1,1.0,0,0.0,0.0,0,0.0,infrastructure,99.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,San Juan,0,no waiver,no waiver,0.0,0,0,1,3.0,0,0.0,0.0,0,0.0,unspecified,99.0,68.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1995,San Juan,1,open,open,99.0,1,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,67.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,San Juan,1,open,open,99.0,1,0,1,2.0,0,0.0,0.0,0,0.0,tourism,99.0,57.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1998,San Juan,1,open,open,99.0,1,0,0,5.5,0,0.0,0.0,0,0.0,unspecified,99.0,70.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,San Juan,0,no waiver,no waiver,0.0,0,0,0,0.0,1,1.0,0.0,0,0.0,public safety,99.0,46.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,San Juan,1,open,open,99.0,0,1,1,1.0,0,0.0,0.0,0,0.0,public safety,99.0,60.6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,San Miguel,1,tourism,open,99.0,0,0,1,2.0,0,0.0,0.0,0,0.0,unspecified,99.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1994,San Miguel,1,value,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,51.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,San Miguel,0,no waiver,no waiver,0.0,1,0,0,0.0,1,0.0,150000.0,0,0.0,infrastructure,1.0,38.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,San Miguel,1,open,open,99.0,0,0,0,0.0,1,0.5,0.0,0,0.0,infrastructure,99.0,48.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,San Miguel,1,open,open,99.0,1,0,0,0.0,1,1.0,0.0,0,0.0,infrastructure,99.0,60.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,San Miguel,1,open,open,99.0,1,1,0,0.0,1,1.5,0.0,0,0.0,environment,99.0,59.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,San Miguel,1,open,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,open,99.0,61.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008,San Miguel,1,open,open,99.0,1,1,0,0.0,1,0.75,0.0,0,0.0,hss,99.0,45.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,Sedgwick,0,no waiver,no waiver,0.0,0,0,1,1.0,0,0.0,0.0,1,0.0,infrastructure,99.0,31.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Sedgwick,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Sedgwick,1,open,open,99.0,0,1,1,1.0,0,0.0,0.0,1,3500000.0,hss,99.0,52.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,1,2.321,0.0,0,0.0,environment/education,99.0,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1993,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,4470000.0,infrastructure,99.0,51.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Summit,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,60.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Summit,0,no waiver,no waiver,0.0,1,1,0,0.0,1,0.0,0.0,0,0.0,environment,99.0,65.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,450000.0,infrastructure,99.0,83.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Summit,0,no waiver,no waiver,0.0,0,0,1,0.25,0,0.0,0.0,0,0.0,infrastructure,99.0,59.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,90000.0,infrastructure,99.0,66.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,495000.0,infrastructure,99.0,73.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,140000.0,infrastructure,99.0,83.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Summit,0,no waiver,no waiver,0.0,0,0,0,0.0,0,0.0,0.0,1,392000.0,infrastructure,99.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Summit,1,open,open,99.0,1,1,0,0.0,1,0.5,0.0,0,0.0,environment/infrastructure,12.0,81.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,Summit,1,open,open,99.0,1,1,0,0.0,1,0.5,0.0,0,0.0,hss,10.0,52.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,Summit,1,open,open,99.0,1,1,0,0.0,1,3.25,0.0,0,0.0,environment/infrastructure,99.0,59.8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,Summit,1,open,open,99.0,1,1,0,0.0,1,0.0,0.0,0,0.0,hss,99.0,65.4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,Teller,0,no waiver,no waiver,0.0,0,0,1,1.9,0,0.0,0.0,0,0.0,tourism,99.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1993,Teller,1,gaming/value,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Teller,1,transfer,open,1.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,79.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Teller,1,open,open,99.0,0,1,1,0.25,0,0.0,0.0,0,0.0,infrastructure,10.0,16.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Teller,1,nonproperty,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Teller,1,open,public safety/infrastructure,99.0,1,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,62.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Teller,1,open,open,99.0,0,1,0,0.0,1,0.722,0.0,0,0.0,agriculture,99.0,42.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,Teller,1,open,open,99.0,1,1,0,0.0,1,6.534,2168411.0,0,0.0,infrastructure,15.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Teller,1,open,open,99.0,1,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,Washington,1,open,open,99.0,0,0,0,0.0,1,3.29,0.0,0,0.0,open,99.0,40.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1995,Washington,1,open,open,99.0,0,0,0,0.0,1,4.64,0.0,0,0.0,open,99.0,56.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1996,Washington,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,62.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Washington,1,open,open,99.0,0,0,1,1.0,0,0.0,0.0,0,0.0,public safety,99.0,36.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Washington,1,open,open,99.0,1,1,1,1.5,0,0.0,0.0,0,0.0,public safety,99.0,50.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Weld,0,no waiver,no waiver,0.0,0,0,0,0.0,1,,0.0,0,0.0,public safety,99.0,41.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Weld,1,open,open,99.0,0,1,1,0.25,0,0.0,0.0,0,0.0,agriculture/environment,10.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2005,Weld,0,no waiver,no waiver,0.0,1,1,0,0.0,1,1.0,0.0,0,0.0,hss,99.0,56.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,Yuma,1,open,open,99.0,0,0,1,1.0,0,0.0,0.0,0,0.0,education,4.0,44.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995,Yuma,1,open,open,99.0,0,0,0,0.0,0,0.0,0.0,0,0.0,,99.0,63.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Yuma,1,open,open,99.0,0,1,0,0.0,0,0.0,0.0,0,0.0,,99.0,64.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
