,pass,prob_exmpt,s_time,sales_change,prop_change,prop_levy_change,debt_change,rev_time,ss_open,ss_no waiver,ss_sales,ss_property,ss_nontax,ss_value,ss_transfer,ss_nonproperty,ss_tourism,ss_unknown,ss_library,ss_gaming,ss_development,infrastructure,open,public safety,economic development,unspecified,environment,hss,education,tourism,no waiver,administrative,limited,agriculture,unknown,choice,intensity_stock,prop_ratio,cty_rev_prop
0,1,0.3834341143818375,0.0,0.5,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.7605301199087113,0.18711589642417087
1,0,0.37090197302112954,99.0,0.0,1.7,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06854643119708265,0.8387235620515235,0.1815578700533585
2,0,0.37090197302112954,0.0,0.2,0.0,0.0,0.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06854643119708265,0.8387235620515235,0.1815578700533585
3,0,0.37090197302112954,0.0,0.0,0.0,0.0,42710000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.06854643119708265,0.8387235620515235,0.1815578700533585
4,1,0.37090197302112954,0.0,0.5,0.0,0.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.06854643119708265,0.8387235620515235,0.1815578700533585
5,1,0.39993120990576614,0.0,0.2,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.17360670422542535,0.8616342583024075,0.16909454818381722
6,1,0.4183845611210736,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.20545313757181127,0.8679668080320416,0.2016495870465041
7,1,0.42149454548614584,99.0,0.5,0.0,0.0,0.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3701389721000117,0.9048673559208376,0.2018902174551709
8,1,0.282363675791184,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8979761992806994,0.20575134811412712
9,0,0.282363675791184,99.0,0.0,2.438,0.0,0.0,25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.8979761992806994,0.20575134811412712
10,1,0.5890198209831424,99.0,0.05,0.0,0.0,0.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.9395622718086692,0.2146838042255655
11,1,0.5886456409300097,99.0,0.5,0.0,0.0,0.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9689621893487677,0.20959575664723396
12,1,0.5873093911820789,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4785349081222384,0.2531314152603276
13,0,0.5865384088489712,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.5093497079062599,0.2480481590187577
14,1,0.5858373262797939,0.0,4.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.44251301616031663,0.2643109355994919
15,1,0.5858373262797939,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.44251301616031663,0.2643109355994919
16,0,0.585300994213943,99.0,1.0,0.0,0.0,0.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5206032600945234,0.265025816610959
17,0,0.5635296587871164,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.2121309926553825,0.11267076542655705
18,1,0.5635296587871164,0.0,0.0,0.9,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.2121309926553825,0.11267076542655705
19,0,0.5635296587871164,0.0,0.0,1.8,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.2121309926553825,0.11267076542655705
20,1,0.6576075633851581,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295516331318062,1.253886790301461,0.11289236597961412
21,0,0.6576075633851581,0.0,0.2,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0295516331318062,1.253886790301461,0.11289236597961412
22,1,0.832894793157181,0.0,0.0,0.0,0.0,14000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.14142424155645886,1.03377224521663,0.11610715090869858
23,1,0.9895270854601433,0.0,0.0,1.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.4671559307393973,0.9789965226824036,0.11146849022502237
24,1,0.628485934529769,99.0,0.25,0.0,0.0,0.0,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3698798381533476,1.0951542850599243,0.11902653938870272
25,0,0.5874428434572265,0.0,0.0,0.0394,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.672166372074897,0.2721595208070618
26,0,0.587302120642718,0.0,0.03,0.0,0.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.011881114269217391,0.678823224425769,0.2596102802238939
27,1,0.587302120642718,0.0,2.0,0.0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.011881114269217391,0.678823224425769,0.2596102802238939
28,1,0.587302120642718,4.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011881114269217391,0.678823224425769,0.2596102802238939
29,0,0.5886171645392184,0.0,0.0,6.5,0.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2142937133277986,0.7017825923742611,0.24494076975147475
30,0,0.5886171645392184,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2142937133277986,0.7017825923742611,0.24494076975147475
31,1,0.5891278620831026,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4140497918020792,0.7570867270702244,0.2466279785795186
32,0,0.5889626162769976,99.0,4.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4125367305526913,0.7968249528257101,0.26824096859430785
33,1,0.5877112445558659,99.0,0.0,0.0,0.0,0.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4623474898619624,0.7570741365138738,0.2665123361926849
34,0,0.5880788361493563,99.0,4.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5806412845847985,0.9617246383596274,0.2451523606648973
35,1,0.5885866294534532,99.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5701480030033281,0.7275365610828254,0.3088276405842996
36,1,0.5864760032509557,99.0,2.0,0.0,0.0,0.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.917986371821474,0.7449602862086856,0.3281345833333333
37,1,0.5856170865627278,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.11173490110539593,0.2528954047003553
38,0,0.5843002954950812,99.0,1.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.10738438982542026,0.20165238205543973
39,0,0.5843002954950812,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.10738438982542026,0.20165238205543973
40,1,0.5884203705864873,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09857409501865096,0.2265993498809541
41,0,0.5883741943824925,99.0,0.0,0.0,300000.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004271013283856692,0.09794557805559237,0.2087063563823775
42,1,0.5846590156039193,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.19252095363876115,0.2744229154080776
43,1,0.5838220354673619,0.0,0.0,1.5,0.0,0.0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2862468839733192,0.16024924692021586,0.197537889769608
44,0,0.5882859986765604,99.0,0.0,2.5,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15969254990991416,0.14929169112593293,0.226300686394942
45,1,0.43832262799922855,0.0,0.25,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.1146801463576173,0.18991693962455605
46,1,0.4258052241551168,0.0,0.01,0.0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1.1546973193964312,0.20030100037704066
47,1,0.42501086031450236,0.0,0.0,0.0,0.0,35000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.09222053236619487,1.2085803696421884,0.19621071134610288
48,0,0.42501086031450236,0.0,0.01,0.0,0.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.09222053236619487,1.2085803696421884,0.19621071134610288
49,1,0.4259764998737578,1.0,0.1,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.07882883901564791,1.1756297235573796,0.19577282717250166
50,0,0.4259764998737578,0.0,0.1,0.0,0.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.07882883901564791,1.1756297235573796,0.19577282717250166
51,0,0.4259764998737578,0.0,0.0,1.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07882883901564791,1.1756297235573796,0.19577282717250166
52,1,0.443186512589879,1.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1082465861673167,1.1158033879596039,0.18807188762141785
53,1,0.443186512589879,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1082465861673167,1.1158033879596039,0.18807188762141785
54,0,0.443186512589879,0.0,0.0,1.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1082465861673167,1.1158033879596039,0.18807188762141785
55,1,0.443186512589879,0.0,0.0,0.0,0.0,35000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.1082465861673167,1.1158033879596039,0.18807188762141785
56,1,0.4891540166527081,0.0,0.2,0.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.11829427594527005,1.0949410036444378,0.1872479968539686
57,1,0.5165214723622272,0.0,0.25,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2263870028723992,1.063365458514418,0.1972680766213389
58,1,0.5886605703037455,0.0,0.05,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2952452587470328,1.006121666559321,0.19193685327345947
59,1,0.5886605703037455,0.0,0.1,0.0,0.0,80800000.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2952452587470328,1.006121666559321,0.19193685327345947
60,1,0.5886605703037455,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2952452587470328,1.006121666559321,0.19193685327345947
61,1,0.6172421689761313,0.0,0.05,0.0,0.0,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3609585749066114,1.136221805480943,0.20337006723221
62,1,0.6172421689761313,0.0,0.1,0.0,0.0,0.0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3609585749066114,1.136221805480943,0.20337006723221
63,1,0.26885651915940156,99.0,0.0,1.5,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3368381815423961,1.1778090113706432,0.18847633549430085
64,0,0.26885651915940156,0.0,0.25,0.0,0.0,90000000.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3368381815423961,1.1778090113706432,0.18847633549430085
65,1,0.5815458774723813,0.0,0.05,0.0,0.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3371256904244712,1.1910238775062991,0.1967536191896437
66,1,0.5815458774723813,0.0,0.05,0.0,0.0,4255000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3371256904244712,1.1910238775062991,0.1967536191896437
67,0,0.5815458774723813,3.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3371256904244712,1.1910238775062991,0.1967536191896437
68,1,0.5845126511290657,0.0,0.1,0.0,0.0,60000000.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.3085679594886327,1.2044346668321295,0.1902823533919876
69,0,0.5845126511290657,0.0,0.03,0.0,0.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.3085679594886327,1.2044346668321295,0.1902823533919876
70,1,0.5845126511290657,99.0,0.0,4.7,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3085679594886327,1.2044346668321295,0.1902823533919876
71,1,0.5867527577537227,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2995803118860397,1.185655165133244,0.20409908978020327
72,0,0.5904265263096425,99.0,0.2,0.0,0.0,0.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25609363907257565,1.207069486179529,0.2169757952220984
73,1,0.5937610721869266,0.0,0.1,0.0,0.0,40000000.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.3090543005947605,1.201330708435854,0.22145303170608124
74,1,0.5937610721869266,0.0,0.1,0.0,0.0,0.0,17.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3090543005947605,1.201330708435854,0.22145303170608124
75,1,0.5960483268562801,0.0,0.0,0.0,0.0,40000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2623236550637699,1.2135860446193425,0.22263398649864888
76,1,0.5960483268562801,0.0,0.05,0.0,0.0,0.0,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.2623236550637699,1.2135860446193425,0.22263398649864888
77,0,0.5828842410486037,0.0,0.25,0.0,0.0,50000000.0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.2458953931504451,1.1731808913329715,0.21485030957656734
78,0,0.5828842410486037,0.0,0.0,0.0,0.0,85000000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2458953931504451,1.1731808913329715,0.21485030957656734
79,1,0.5828842410486037,0.0,0.0,0.0,0.0,6100000.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2458953931504451,1.1731808913329715,0.21485030957656734
80,1,0.609343040310313,99.0,0.4,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2579422214258547,0.6330326002516279,0.22802980437258666
81,1,0.609343040310313,99.0,0.0,0.0,0.0,0.0,99.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2579422214258547,0.6330326002516279,0.22802980437258666
82,1,0.6810050086552399,99.0,0.0,0.0,0.0,0.0,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.023155033529822053,0.6431482886397503,0.7943164428129088
83,1,0.5794282581142522,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8871721475840701,0.2510025068167825
84,0,0.5794282581142522,0.0,2.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.8871721475840701,0.2510025068167825
85,0,0.5829915950986613,0.0,2.0,0.0,0.0,0.0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5700281641993994,0.8168937363196324,0.2116599195961107
86,0,0.5861994850181728,0.0,2.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.7723741232422023,0.7596082176306294,0.2383695102612021
87,1,0.5857401363495899,99.0,0.0,0.5,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7470449953921042,0.8243125823134496,0.2640564976584729
88,0,0.5893766369922407,0.0,0.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.03361739989581385,0.3632027087683691
89,0,0.5894265647711278,99.0,0.0,5.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.03798962277050442,0.3106010504314272
90,0,0.5893760339210475,0.0,0.0,3.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.03410916592017034,0.2831582198211256
91,1,0.5898134267348586,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.03576399766635214,0.2658443979281578
92,0,0.586829050014595,99.0,1.0,0.0,0.0,0.0,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05961686634749624,0.03091668676698112,0.2006250398939
93,0,0.5803710019008244,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7047167804556805,0.3519155377053111
94,0,0.5803710019008244,0.0,1.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.7047167804556805,0.3519155377053111
95,0,0.5803710019008244,0.0,1.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.7047167804556805,0.3519155377053111
96,1,0.5794908469901442,99.0,0.0,0.0,0.0,0.0,99.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7611772284658627,0.35227390541894704
97,0,0.5778300238215436,0.0,1.0,0.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3165145252545432,0.5114982229106843,0.3848634499136441
98,0,0.5770392707281552,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3814339123382482,0.5756249103502977,0.4208209994776249
99,0,0.5770927178476729,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4192033939320816,0.5413903918458951,0.4325443671143997
100,0,0.5767814501170212,99.0,0.0,0.0,0.0,0.0,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5232566643211695,0.4407002096900427
101,1,0.5767814501170212,0.0,0.0,1.0,0.0,0.0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0.5232566643211695,0.4407002096900427
